46.2321 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
46.2321 	EXP 	text: text = 'RED'
46.2321 	EXP 	fixation: autoDraw = True
46.7329 	INFO 	Keyboard events cleared
46.7320 	EXP 	fixation: autoDraw = False
46.7320 	EXP 	text: autoDraw = True
49.7511 	EXP 	New trial (rep=6, index=3): <Trial 27 (3 in rep 6) data={'word': 'BLUE', 'colour': 'red', 'stm_condition': 'I', 'correct_res': 'r', 'thisN': 27, 'thisTrialN': 3, 'thisRepN': 6}>
49.7573 	DATA 	Keypress: b
49.7653 	EXP 	fixation: autoDraw = False
49.7653 	EXP 	text: autoDraw = False
49.7653 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
49.7653 	EXP 	text: height = 0.05
49.7653 	EXP 	text: height = 0.05
49.7653 	EXP 	text: height = 0.05
49.7653 	EXP 	text: text = 'BLUE'
49.7653 	EXP 	fixation: autoDraw = True
50.2661 	INFO 	Keyboard events cleared
50.2652 	EXP 	fixation: autoDraw = False
50.2652 	EXP 	text: autoDraw = True
51.9356 	DATA 	Keypress: r
51.9506 	EXP 	New trial (rep=7, index=0): <Trial 28 (0 in rep 7) data={'word': 'BLUE', 'colour': 'red', 'stm_condition': 'I', 'correct_res': 'r', 'thisN': 28, 'thisTrialN': 0, 'thisRepN': 7}>
51.9653 	EXP 	fixation: autoDraw = False
51.9653 	EXP 	text: autoDraw = False
51.9653 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
51.9653 	EXP 	text: text = 'BLUE'
51.9653 	EXP 	fixation: autoDraw = True
52.4662 	INFO 	Keyboard events cleared
52.4652 	EXP 	fixation: autoDraw = False
52.4652 	EXP 	text: autoDraw = True
53.7842 	EXP 	New trial (rep=7, index=1): <Trial 29 (1 in rep 7) data={'word': 'RED', 'colour': 'blue', 'stm_condition': 'I', 'correct_res': 'b', 'thisN': 29, 'thisTrialN': 1, 'thisRepN': 7}>
53.7918 	DATA 	Keypress: r
53.7983 	EXP 	fixation: autoDraw = False
53.7983 	EXP 	text: autoDraw = False
53.7983 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
53.7983 	EXP 	text: height = 0.05
53.7983 	EXP 	text: height = 0.05
53.7983 	EXP 	text: height = 0.05
53.7983 	EXP 	text: text = 'RED'
53.7983 	EXP 	fixation: autoDraw = True
54.2994 	INFO 	Keyboard events cleared
54.2984 	EXP 	fixation: autoDraw = False
54.2984 	EXP 	text: autoDraw = True
55.1350 	EXP 	New trial (rep=7, index=2): <Trial 30 (2 in rep 7) data={'word': 'RED', 'colour': 'red', 'stm_condition': 'C', 'correct_res': 'r', 'thisN': 30, 'thisTrialN': 2, 'thisRepN': 7}>
55.1381 	DATA 	Keypress: b
55.1482 	EXP 	fixation: autoDraw = False
55.1482 	EXP 	text: autoDraw = False
55.1482 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
55.1482 	EXP 	text: text = 'RED'
